('e', 0.10620111340768332)
('a', 0.09073425220784101)
('o', 0.06683762006344435)
('s', 0.06012843610801012)
('n', 0.05723622885649125)
('r', 0.055408795994385064)
('i', 0.054513501265570946)
('l', 0.044595256780107506)
('c', 0.03796712831452478)
('u', 0.02875627719503793)
('p', 0.02263658771125087)
('m', 0.022599744306772925)
('de', 0.020717046337949813)
('es', 0.01726481933836614)
('en', 0.01653900427015058)
('la', 0.012176745179961609)
('ci', 0.01040457742457234)
('b', 0.009185060736352281)
('el', 0.009089267884709618)
('al', 0.007936069324549865)
('te', 0.007862382515593971)
('do', 0.007221307277677686)
('v', 0.007129198766482818)
('se', 0.00646233314543197)
('y', 0.0064365427622974074)
('f', 0.00618232327139957)
('lo', 0.006093899100652497)
('que', 0.005861785652441429)
('h', 0.005099127179747917)
('un', 0.005058599434822175)
('me', 0.004937016200044949)
('si', 0.004881751093328028)
('le', 0.004756483518103006)
('da', 0.00471227143272947)
('con', 0.004483842324966196)
('no', 0.004450683260936043)
('pa', 0.004365943430636765)
('ma', 0.004096986577947749)
('di', 0.003975403343170522)
('mi', 0.0038611887892888853)
('ado', 0.003599600617495459)
('los', 0.0032274822322681906)
('sa', 0.0031832701468946538)
('ni', 0.002851679506593127)
('su', 0.00267483116509898)
('por', 0.0025790383134563165)
('par', 0.002405874312409964)
('del', 0.002280606737184943)
('era', 0.0022732380562893533)
('las', 0.0021479704810643324)
('ex', 0.0021148114170341796)
('ha', 0.0020853366934518217)
('pro', 0.001963753458674595)
('ve', 0.0019232257137488532)
('dos', 0.0018753292879275217)
('per', 0.0018532232452407532)
('vi', 0.0018311172025539848)
('les', 0.0018237485216583953)
('va', 0.0017758520958370638)
('iv', 0.001746377372254706)
('ir', 0.0016505845206120427)
('tu', 0.0015437386476259952)
('para', 0.0014958422218046637)
('esta', 0.0014368927746399478)
('una', 0.0012784661353847742)
('ante', 0.0010942491129950372)
('fe', 0.0010574057085170898)
('esa', 0.0010352996658303214)
('ido', 0.0010316153253825267)
('ap', 0.0010242466444869373)
('nos', 0.000998456261352374)
('ese', 0.0009542441759788371)
('den', 0.0009284537928442739)
('mil', 0.0008621356647839687)
('pri', 0.000843713962544995)
('w', 0.0008400296220972003)
('sc', 0.0008363452816494056)
('emp', 0.0008216079198582266)
('tan', 0.0007958175367236634)
('más', 0.000773711494036895)
('iento', 0.0007552897917979213)
('ade', 0.0007184463873199739)
('ser', 0.0007110777064243844)
('eso', 0.0006926560041854107)
('he', 0.0006705499614986423)
('je', 0.0006484439188118739)
('tal', 0.0006484439188118739)
('ver', 0.0006300222165729002)
('como', 0.000618969195229516)
('mar', 0.0006152848547817212)
('eta', 0.0005858101311993633)
('sus', 0.0005673884289603896)
('fue', 0.0005673884289603896)
('are', 0.0005673884289603896)
('fin', 0.0005563354076170054)
('sin', 0.0005526510671692107)
('col', 0.0005194920031390581)
('nacional', 0.0005047546413478792)
('mis', 0.0005047546413478792)
('yo', 0.00048264859866111067)
('cen', 0.0004752799177655212)
('año', 0.00046422689642213697)
('excelsior', 0.0004568582155265475)
('cien', 0.0004421208537353686)
('ya', 0.0004347521728397791)
('ven', 0.00043106783239198437)
('contra', 0.00042001481104860015)
('mas', 0.00040896178970521594)
('este', 0.00040159310880962646)
('millones', 0.000394224427914037)
('forma', 0.00039054008746624224)
('pero', 0.000379487066122858)
('estado', 0.0003758027256750633)
('país', 0.00036474970433167907)
('dio', 0.00036474970433167907)
('son', 0.00036106536388388433)
('méxico', 0.0003500123425405001)
('todo', 0.0003500123425405001)
('empresa', 0.00034632800209270537)
('entre', 0.0003389593211971159)
('mes', 0.0003315906403015264)
('tras', 0.0003315906403015264)
('julio', 0.0003279062998537317)
('arte', 0.0003279062998537317)
('primer', 0.0003205376189581422)
('eu', 0.0003131689380625527)
('sobre', 0.000309484597614758)
('esto', 0.00030580025716696324)
('esas', 0.00030580025716696324)
('gobierno', 0.0003021159167191685)
('plan', 0.00029843157627137376)
('antes', 0.000294747235823579)
('pues', 0.00028737855492798955)
('política', 0.0002836942144801948)
('también', 0.0002836942144801948)
('entes', 0.00027632553358460533)
('hace', 0.0002726411931368106)
('dar', 0.0002726411931368106)
('ende', 0.0002726411931368106)
('preside', 0.0002726411931368106)
('parte', 0.00026895685268901585)
('lado', 0.00026895685268901585)
('comer', 0.00026527251224122116)
('mayo', 0.00026527251224122116)
('sol', 0.0002615881717934264)
('día', 0.0002579038313456317)
('epr', 0.0002579038313456317)
('estados', 0.00025421949089783695)
('uno', 0.0002505351504500422)
('empresas', 0.0002505351504500422)
('tiene', 0.00024685081000224747)
('sic', 0.00024685081000224747)
('gran', 0.0002431664695544527)
('mayor', 0.0002431664695544527)
('pan', 0.00023948212910665796)
('otro', 0.00023948212910665796)
('vida', 0.00023579778865886322)
('programa', 0.00023579778865886322)
('nota', 0.00023211344821106848)
('está', 0.00023211344821106848)
('presidente', 0.00023211344821106848)
('edad', 0.00023211344821106848)
('san', 0.00023211344821106848)
('red', 0.00023211344821106848)
('otra', 0.00022842910776327375)
('han', 0.00022842910776327375)
('cada', 0.00022842910776327375)
('genera', 0.00022842910776327375)
('cano', 0.00022842910776327375)
('don', 0.00022842910776327375)
('miércoles', 0.0002210604268676843)
('sí', 0.00021737608641988956)
('siguiente', 0.00021369174597209482)
('hay', 0.00021369174597209482)
('ciento', 0.00021369174597209482)
('ola', 0.00021369174597209482)
('acer', 0.00021369174597209482)
('mera', 0.00021369174597209482)
('peso', 0.00021000740552430008)
('pt', 0.00021000740552430008)
('nació', 0.00021000740552430008)
('nación', 0.00020632306507650534)
('real', 0.00020632306507650534)
('esos', 0.00020632306507650534)
('unidad', 0.00020632306507650534)
('anda', 0.00020632306507650534)
('mor', 0.00020632306507650534)
('estadunidense', 0.00019895438418091586)
('dólar', 0.00019895438418091586)
('van', 0.00019527004373312112)
('nacionales', 0.00019527004373312112)
('asta', 0.00019527004373312112)
('eran', 0.00019527004373312112)
('primera', 0.00019158570328532638)
('unidos', 0.00019158570328532638)
('cual', 0.00019158570328532638)
('nada', 0.00019158570328532638)
('sólo', 0.00018790136283753164)
('mismo', 0.00018790136283753164)
('años', 0.00018790136283753164)
('mexicano', 0.00018790136283753164)
('donde', 0.0001842170223897369)
('mí', 0.00018053268194194216)
('ley', 0.00018053268194194216)
('internacional', 0.00017684834149414742)
('espera', 0.00017684834149414742)
('mercado', 0.00017684834149414742)
('presenta', 0.00017316400104635269)
('secreta', 0.00017316400104635269)
('pasa', 0.00017316400104635269)
('tema', 0.00017316400104635269)
('señal', 0.00017316400104635269)
('social', 0.00016947966059855795)
('bien', 0.00016947966059855795)
('otros', 0.00016947966059855795)
('baja', 0.00016947966059855795)
('k', 0.00016947966059855795)
('sino', 0.0001657953201507632)
('dan', 0.0001657953201507632)
('debe', 0.00016211097970296847)
('lema', 0.00016211097970296847)
('dólares', 0.00016211097970296847)
('extra', 0.00016211097970296847)
('rica', 0.00016211097970296847)
('peración', 0.00016211097970296847)
('ello', 0.00015842663925517373)
('dura', 0.00015842663925517373)
('resulta', 0.00015842663925517373)
('cimiento', 0.00015842663925517373)
('resul', 0.00015842663925517373)
('quien', 0.000154742298807379)
('dijo', 0.000154742298807379)
('clinton', 0.000154742298807379)
('mejor', 0.000154742298807379)
('vez', 0.00015105795835958425)
('punto', 0.00015105795835958425)
('hoy', 0.00015105795835958425)
('hasta', 0.00015105795835958425)
('desde', 0.00015105795835958425)
('nueva', 0.00015105795835958425)
('general', 0.00015105795835958425)
('hacer', 0.00015105795835958425)
('comercial', 0.00015105795835958425)
('oro', 0.00015105795835958425)
('caso', 0.0001473736179117895)
('pública', 0.0001473736179117895)
('industria', 0.0001473736179117895)
('partido', 0.00014368927746399477)
('toda', 0.00014368927746399477)
('grupo', 0.00014368927746399477)
('bajo', 0.00014368927746399477)
('alta', 0.00014368927746399477)
('pie', 0.00014368927746399477)
('cuando', 0.00014000493701620003)
('menos', 0.00014000493701620003)
('puede', 0.00014000493701620003)
('político', 0.00014000493701620003)
('todos', 0.00014000493701620003)
('acto', 0.00014000493701620003)
('neta', 0.00014000493701620003)
('aun', 0.00014000493701620003)
('importa', 0.00014000493701620003)
('educación', 0.0001363205965684053)
('irma', 0.0001363205965684053)
('firma', 0.0001363205965684053)
('pasado', 0.00013263625612061058)
('durante', 0.00013263625612061058)
('tales', 0.00013263625612061058)
('sea', 0.00013263625612061058)
('recuperación', 0.00013263625612061058)
('federal', 0.00013263625612061058)
('star', 0.00013263625612061058)
('usted', 0.00013263625612061058)
('nivel', 0.00013263625612061058)
('problema', 0.00012895191567281584)
('económica', 0.00012895191567281584)
('jet', 0.00012895191567281584)
('ife', 0.00012895191567281584)
('reforma', 0.0001252675752250211)
('así', 0.0001252675752250211)
('tener', 0.0001252675752250211)
('seis', 0.0001252675752250211)
('persona', 0.0001252675752250211)
('resultado', 0.0001252675752250211)
('cambio', 0.0001252675752250211)
('mal', 0.0001252675752250211)
('pesos', 0.0001252675752250211)
('población', 0.00012158323477722635)
('puesta', 0.00012158323477722635)
('demanda', 0.00012158323477722635)
('tasa', 0.00012158323477722635)
('ree', 0.00012158323477722635)
('porque', 0.00011789889432943161)
('principal', 0.00011789889432943161)
('nuestro', 0.00011789889432943161)
('meses', 0.00011789889432943161)
('llega', 0.00011789889432943161)
('curso', 0.00011789889432943161)
('editorial', 0.00011421455388163687)
('nuevo', 0.00011421455388163687)
('mexicana', 0.00011421455388163687)
('medio', 0.00011421455388163687)
('sistema', 0.00011421455388163687)
('tanto', 0.00011421455388163687)
('final', 0.00011421455388163687)
('decir', 0.00011421455388163687)
('trata', 0.00011421455388163687)
('hora', 0.00011421455388163687)
('lista', 0.00011421455388163687)
('otras', 0.00011053021343384215)
('fueron', 0.00011053021343384215)
('pobre', 0.00011053021343384215)
('estar', 0.00011053021343384215)
('agua', 0.00011053021343384215)
('uso', 0.00011053021343384215)
('lector', 0.00011053021343384215)
('unió', 0.00011053021343384215)
('unión', 0.00010684587298604741)
('considera', 0.00010684587298604741)
('mucho', 0.00010684587298604741)
('abajo', 0.00010684587298604741)
('frente', 0.00010684587298604741)
('corre', 0.00010684587298604741)
('opera', 0.00010684587298604741)
('trabajo', 0.00010684587298604741)
('precio', 0.00010684587298604741)
('pc', 0.00010684587298604741)
('nuestra', 0.00010316153253825267)
('importante', 0.00010316153253825267)
('casi', 0.00010316153253825267)
('financiera', 0.00010316153253825267)
('sector', 0.00010316153253825267)
('posición', 0.00010316153253825267)
('mano', 0.00010316153253825267)
('obra', 0.00010316153253825267)
('estadunidenses', 0.00010316153253825267)
('secretario', 0.00010316153253825267)
('ayer', 0.00010316153253825267)
('ella', 0.00010316153253825267)
('grande', 0.00010316153253825267)
('via', 0.00010316153253825267)
('lectora', 0.00010316153253825267)
('conoce', 0.00010316153253825267)
('amas', 9.947719209045793e-05)
('economía', 9.947719209045793e-05)
('acuerdo', 9.947719209045793e-05)
('producto', 9.947719209045793e-05)
('banco', 9.947719209045793e-05)
('toma', 9.947719209045793e-05)
('unidades', 9.947719209045793e-05)
('ramas', 9.947719209045793e-05)
('arma', 9.947719209045793e-05)
('poder', 9.579285164266319e-05)
('diputado', 9.579285164266319e-05)
('clara', 9.579285164266319e-05)
('será', 9.579285164266319e-05)
('internacionales', 9.579285164266319e-05)
('manera', 9.579285164266319e-05)
('hecho', 9.579285164266319e-05)
('plana', 9.579285164266319e-05)
('vio', 9.579285164266319e-05)
('acciones', 9.579285164266319e-05)
('ciudad', 9.579285164266319e-05)
('demás', 9.579285164266319e-05)
('superior', 9.579285164266319e-05)
('comercio', 9.579285164266319e-05)
('legar', 9.579285164266319e-05)
('usa', 9.579285164266319e-05)
('lleva', 9.579285164266319e-05)
('desarrollo', 9.210851119486845e-05)
('tuvo', 9.210851119486845e-05)
('embargo', 9.210851119486845e-05)
('quienes', 9.210851119486845e-05)
('mientras', 9.210851119486845e-05)
('cámara', 9.210851119486845e-05)
('señala', 9.210851119486845e-05)
('plaza', 9.210851119486845e-05)
('actual', 9.210851119486845e-05)
('representa', 9.210851119486845e-05)
('líder', 9.210851119486845e-05)
('gente', 9.210851119486845e-05)
('noticia', 9.210851119486845e-05)
('leme', 9.210851119486845e-05)
('termina', 9.210851119486845e-05)
('trabaja', 9.210851119486845e-05)
('grandes', 8.842417074707371e-05)
('mexicanos', 8.842417074707371e-05)
('empleo', 8.842417074707371e-05)
('días', 8.842417074707371e-05)
('además', 8.842417074707371e-05)
('casa', 8.842417074707371e-05)
('unos', 8.842417074707371e-05)
('documento', 8.842417074707371e-05)
('qué', 8.842417074707371e-05)
('estos', 8.842417074707371e-05)
('llegar', 8.842417074707371e-05)
('servicio', 8.842417074707371e-05)
('dista', 8.842417074707371e-05)
('crecimiento', 8.842417074707371e-05)
('muy', 8.473983029927897e-05)
('capital', 8.473983029927897e-05)
('aunque', 8.473983029927897e-05)
('decisión', 8.473983029927897e-05)
('proceso', 8.473983029927897e-05)
('tiempo', 8.473983029927897e-05)
('resultados', 8.473983029927897e-05)
('puntos', 8.473983029927897e-05)
('gro', 8.473983029927897e-05)
('ii', 8.473983029927897e-05)
('cursos', 8.473983029927897e-05)
('dice', 8.105548985148423e-05)
('electoral', 8.105548985148423e-05)
('hacia', 8.105548985148423e-05)
('están', 8.105548985148423e-05)
('guerrero', 8.105548985148423e-05)
('recursos', 8.105548985148423e-05)
('derecho', 8.105548985148423e-05)
('dado', 8.105548985148423e-05)
('noticias', 8.105548985148423e-05)
('sur', 8.105548985148423e-05)
('continuar', 8.105548985148423e-05)
('puesto', 8.105548985148423e-05)
('programas', 8.105548985148423e-05)
('cierto', 8.105548985148423e-05)
('comunidad', 8.105548985148423e-05)
('buen', 8.105548985148423e-05)
('queda', 8.105548985148423e-05)
('venta', 8.105548985148423e-05)
('proyecto', 8.105548985148423e-05)
('priva', 8.105548985148423e-05)
('actividad', 7.73711494036895e-05)
('industrial', 7.73711494036895e-05)
('medida', 7.73711494036895e-05)
('valor', 7.73711494036895e-05)
('países', 7.73711494036895e-05)
('tres', 7.73711494036895e-05)
('dé', 7.73711494036895e-05)
('nadie', 7.73711494036895e-05)
('teme', 7.73711494036895e-05)
('indica', 7.73711494036895e-05)
('precios', 7.73711494036895e-05)
('autor', 7.73711494036895e-05)
('conocer', 7.73711494036895e-05)
('ortiz', 7.73711494036895e-05)
('funcionario', 7.73711494036895e-05)
('rige', 7.73711494036895e-05)
('misión', 7.73711494036895e-05)
('ellas', 7.368680895589476e-05)
('había', 7.368680895589476e-05)
('maria', 7.368680895589476e-05)
('colombia', 7.368680895589476e-05)
('esfuerzo', 7.368680895589476e-05)
('todas', 7.368680895589476e-05)
('junio', 7.368680895589476e-05)
('administración', 7.368680895589476e-05)
('luego', 7.368680895589476e-05)
('respecto', 7.368680895589476e-05)
('asunto', 7.368680895589476e-05)
('priísta', 7.368680895589476e-05)
('realiza', 7.368680895589476e-05)
('grado', 7.368680895589476e-05)
('vado', 7.368680895589476e-05)
('posible', 7.368680895589476e-05)
('crédito', 7.368680895589476e-05)
('reserva', 7.368680895589476e-05)
('directo', 7.368680895589476e-05)
('estable', 7.368680895589476e-05)
('reporte', 7.368680895589476e-05)
('presentan', 7.368680895589476e-05)
('explica', 7.368680895589476e-05)
('versión', 7.368680895589476e-05)
('democracia', 7.000246850810002e-05)
('segundo', 7.000246850810002e-05)
('encuentra', 7.000246850810002e-05)
('cuanto', 7.000246850810002e-05)
('parece', 7.000246850810002e-05)
('república', 7.000246850810002e-05)
('senado', 7.000246850810002e-05)
('poco', 7.000246850810002e-05)
('quiere', 7.000246850810002e-05)
('comisión', 7.000246850810002e-05)
('cuatro', 7.000246850810002e-05)
('señaló', 7.000246850810002e-05)
('tercer', 7.000246850810002e-05)
('alza', 7.000246850810002e-05)
('manos', 7.000246850810002e-05)
('tomar', 7.000246850810002e-05)
('mayores', 7.000246850810002e-05)
('listas', 7.000246850810002e-05)
('salud', 6.631812806030529e-05)
('personas', 6.631812806030529e-05)
('ahora', 6.631812806030529e-05)
('familia', 6.631812806030529e-05)
('zedillo', 6.631812806030529e-05)
('políticos', 6.631812806030529e-05)
('ejecutivo', 6.631812806030529e-05)
('igual', 6.631812806030529e-05)
('existe', 6.631812806030529e-05)
('último', 6.631812806030529e-05)
('tienen', 6.631812806030529e-05)
('siempre', 6.631812806030529e-05)
('momento', 6.631812806030529e-05)
('rico', 6.631812806030529e-05)
('partir', 6.631812806030529e-05)
('situación', 6.631812806030529e-05)
('número', 6.631812806030529e-05)
('falta', 6.631812806030529e-05)
('director', 6.631812806030529e-05)
('justicia', 6.631812806030529e-05)
('inversión', 6.631812806030529e-05)
('menor', 6.631812806030529e-05)
('conflicto', 6.631812806030529e-05)
('factor', 6.631812806030529e-05)
('centra', 6.631812806030529e-05)
('trimestre', 6.631812806030529e-05)
('pena', 6.631812806030529e-05)
('ramo', 6.631812806030529e-05)
('campesino', 6.631812806030529e-05)
('problemas', 6.263378761251055e-05)
('partidos', 6.263378761251055e-05)
('próximo', 6.263378761251055e-05)
('materia', 6.263378761251055e-05)
('políticas', 6.263378761251055e-05)
('visión', 6.263378761251055e-05)
('hombre', 6.263378761251055e-05)
('cerca', 6.263378761251055e-05)
('prd', 6.263378761251055e-05)
('lugar', 6.263378761251055e-05)
